model,condition,seed,DMS_id,MSA_Potts,Evo_Conservation,MSA_Conditioned,ESM_Masked,AR_PLM,xTrimoPGLM,Inverse_Folding,Struct_PLM,Struct_MSA_Hybrid,CNN_RNN
Qwen/Qwen3-14B,conflict_cot,2,DYR_ECOLI_Thompson_2019,7.0,7.0,9.0,9.0,4.0,7.0,3.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,ENVZ_ECOLI_Ghose_2023,9.0,7.0,10.0,6.0,6.0,2.0,1.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,ENV_HV1B9_DuenasDecamp_2016,7.0,7.0,9.0,7.0,8.0,6.0,3.0,2.0,7.0,8.0
Qwen/Qwen3-14B,conflict_cot,2,ENV_HV1BR_Haddox_2016,8.0,9.0,10.0,7.0,8.0,7.0,2.0,1.0,6.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,EPHB2_HUMAN_Tsuboyama_2023_1F0M,9.0,8.0,10.0,7.0,3.0,6.0,2.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,ERBB2_HUMAN_Elazar_2016,6.0,5.0,8.0,9.0,7.0,7.0,2.0,8.0,6.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,ESTA_BACSU_Nutschel_2020,7.0,6.0,9.0,7.0,4.0,8.0,3.0,7.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,F7YBW8_MESOW_Aakre_2015,9.0,7.0,10.0,9.0,5.0,7.0,3.0,6.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,F7YBW8_MESOW_Ding_2023,9.0,8.0,10.0,7.0,5.0,4.0,2.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_cot,2,FECA_ECOLI_Tsuboyama_2023_2D1U,7.0,6.0,9.0,9.0,4.0,8.0,7.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,FKBP3_HUMAN_Tsuboyama_2023_2KFV,5.0,7.0,6.0,4.0,5.0,3.0,4.0,9.0,8.0,7.0
Qwen/Qwen3-14B,conflict_cot,2,GAL4_YEAST_Kitzman_2015,7.0,7.0,9.0,9.0,6.0,5.0,4.0,8.0,7.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,GCN4_YEAST_Staller_2018,7.0,7.0,8.0,9.0,1.0,6.0,5.0,9.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,GDIA_HUMAN_Silverstein_2021,6.0,7.0,9.0,9.0,5.0,7.0,3.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,GFP_AEQVI_Sarkisyan_2016,4.0,7.0,8.0,5.0,6.0,3.0,7.0,9.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,GLPA_HUMAN_Elazar_2016,2.0,4.0,3.0,9.0,8.0,7.0,5.0,9.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,GRB2_HUMAN_Faure_2021,9.0,9.0,10.0,7.0,6.0,5.0,4.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,HCP_LAMBD_Tsuboyama_2023_2L6Q,3.0,9.0,6.0,8.0,4.0,5.0,3.0,7.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,HECD1_HUMAN_Tsuboyama_2023_3DKM,8.0,6.0,9.0,7.0,3.0,5.0,2.0,10.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,HEM3_HUMAN_Loggerenberg_2023,8.0,7.0,10.0,9.0,6.0,7.0,2.0,5.0,7.0,1.0
Qwen/Qwen3-14B,conflict_cot,2,HIS7_YEAST_Pokusaeva_2019,7.0,6.0,9.0,9.0,7.0,5.0,3.0,6.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,HMDH_HUMAN_Jiang_2019,6.0,5.0,9.0,9.0,4.0,8.0,2.0,5.0,6.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,7.0,7.0,9.0,9.0,6.0,5.0,2.0,7.0,6.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,HSP82_YEAST_Flynn_2019,9.0,8.0,10.0,9.0,6.0,7.0,3.0,5.0,7.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,HSP82_YEAST_Mishra_2016,7.0,7.0,9.0,9.0,8.0,8.0,2.0,7.0,8.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,HXK4_HUMAN_Gersing_2022_activity,7.0,7.0,10.0,9.0,6.0,7.0,3.0,9.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,HXK4_HUMAN_Gersing_2023_abundance,8.0,7.0,10.0,9.0,5.0,7.0,3.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,I6TAH8_I68A0_Doud_2015,2.0,5.0,6.0,7.0,9.0,1.0,4.0,5.0,6.0,8.0
Qwen/Qwen3-14B,conflict_cot,2,IF1_ECOLI_Kelsic_2016,8.0,7.0,9.0,9.0,6.0,5.0,5.0,7.0,7.0,8.0
Qwen/Qwen3-14B,conflict_cot,2,ILF3_HUMAN_Tsuboyama_2023_2L33,7.0,6.0,9.0,6.0,4.0,4.0,2.0,7.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,ISDH_STAAW_Tsuboyama_2023_2LHR,7.0,6.0,9.0,9.0,8.0,8.0,4.0,7.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,KCNE1_HUMAN_Muhammad_2023_expression,6.0,8.0,9.0,7.0,3.0,5.0,2.0,8.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,KCNE1_HUMAN_Muhammad_2023_function,7.0,6.0,9.0,9.0,3.0,5.0,2.0,5.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,KCNH2_HUMAN_Kozek_2020,7.0,7.0,9.0,6.0,6.0,4.0,2.0,8.0,9.0,1.0
Qwen/Qwen3-14B,conflict_cot,2,KCNJ2_MOUSE_Coyote-Maestas_2022_function,9.0,8.0,9.0,7.0,6.0,7.0,5.0,9.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,7.0,8.0,9.0,7.0,6.0,7.0,3.0,8.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,KKA2_KLEPN_Melnikov_2014,7.0,7.0,10.0,9.0,7.0,7.0,2.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,LGK_LIPST_Klesmith_2015,7.0,7.0,9.0,9.0,5.0,7.0,3.0,7.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,LYAM1_HUMAN_Elazar_2016,5.0,6.0,7.0,8.0,8.0,7.0,3.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,MAFG_MOUSE_Tsuboyama_2023_1K1V,8.0,3.0,9.0,7.0,7.0,7.0,5.0,10.0,10.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,MBD11_ARATH_Tsuboyama_2023_6ACV,9.0,7.0,9.0,6.0,3.0,7.0,4.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,MET_HUMAN_Estevam_2023,8.0,8.0,9.0,9.0,5.0,6.0,4.0,7.0,8.0,6.0
Qwen/Qwen3-14B,conflict_cot,2,MK01_HUMAN_Brenan_2016,9.0,8.0,10.0,9.0,5.0,5.0,3.0,7.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,A0A140D2T1_ZIKV_Sourisseau_2019,3.0,7.0,9.0,2.0,6.0,8.0,4.0,7.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,A0A192B1T2_9HIV1_Haddox_2018,6.0,7.0,9.0,7.0,7.0,7.0,3.0,3.0,7.0,8.0
Qwen/Qwen3-14B,conflict_direct,0,A0A1I9GEU1_NEIME_Kennouche_2019,7.0,7.0,9.0,9.0,6.0,5.0,4.0,7.0,7.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,A0A247D711_LISMN_Stadelmann_2021,2.0,3.0,7.0,8.0,6.0,5.0,4.0,7.0,6.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,A0A2Z5U3Z0_9INFA_Doud_2016,7.0,7.0,9.0,7.0,6.0,8.0,3.0,6.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,A0A2Z5U3Z0_9INFA_Wu_2014,6.0,8.0,8.0,7.0,7.0,7.0,4.0,6.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,A4D664_9INFA_Soh_2019,2.0,6.0,7.0,3.0,5.0,7.0,4.0,6.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,A4GRB6_PSEAI_Chen_2020,7.0,7.0,9.0,9.0,6.0,7.0,3.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,A4_HUMAN_Seuma_2022,3.0,4.0,9.0,9.0,3.0,4.0,1.0,4.0,5.0,2.0
Qwen/Qwen3-14B,conflict_direct,0,AACC1_PSEAI_Dandage_2018,8.0,8.0,9.0,9.0,8.0,8.0,3.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,ACE2_HUMAN_Chan_2020,8.0,8.0,10.0,9.0,6.0,7.0,3.0,7.0,9.0,9.0
Qwen/Qwen3-14B,conflict_direct,0,ADRB2_HUMAN_Jones_2020,8.0,9.0,10.0,9.0,7.0,8.0,4.0,7.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,AICDA_HUMAN_Gajula_2014_3cycles,7.0,7.0,9.0,6.0,6.0,5.0,3.0,5.0,7.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,AMFR_HUMAN_Tsuboyama_2023_4G3O,8.0,8.0,9.0,9.0,4.0,7.0,5.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,AMIE_PSEAE_Wrenbeck_2017,9.0,8.0,10.0,7.0,6.0,7.0,4.0,7.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,ANCSZ_Hobbs_2022,8.0,8.0,10.0,9.0,7.0,7.0,4.0,8.0,8.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,ARGR_ECOLI_Tsuboyama_2023_1AOY,7.0,8.0,9.0,8.0,6.0,6.0,4.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,B2L11_HUMAN_Dutta_2010_binding-Mcl-1,2.0,4.0,5.0,9.0,9.0,7.0,3.0,5.0,3.0,2.0
Qwen/Qwen3-14B,conflict_direct,0,BBC1_YEAST_Tsuboyama_2023_1TG0,9.0,8.0,10.0,9.0,8.0,7.0,4.0,9.0,10.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,BCHB_CHLTE_Tsuboyama_2023_2KRU,7.0,6.0,9.0,9.0,7.0,7.0,4.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,BLAT_ECOLX_Deng_2012,9.0,8.0,9.0,8.0,5.0,7.0,6.0,9.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,BLAT_ECOLX_Firnberg_2014,9.0,8.0,9.0,8.0,5.0,7.0,6.0,9.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,BLAT_ECOLX_Jacquier_2013,8.0,7.0,9.0,8.0,5.0,7.0,6.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,BLAT_ECOLX_Stiffler_2015,9.0,8.0,9.0,8.0,5.0,7.0,6.0,9.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,BRCA1_HUMAN_Findlay_2018,5.0,6.0,7.0,8.0,4.0,6.0,3.0,7.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,BRCA2_HUMAN_Erwood_2022_HEK293T,6.0,6.0,7.0,8.0,8.0,9.0,1.0,5.0,9.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,C6KNH7_9INFA_Lee_2018,5.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,8.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,CALM1_HUMAN_Weile_2017,9.0,8.0,10.0,9.0,7.0,5.0,5.0,9.0,7.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,CAPSD_AAV2S_Sinai_2021,9.0,9.0,8.0,6.0,5.0,5.0,3.0,8.0,8.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,CAR11_HUMAN_Meitlis_2020_gof,3.0,6.0,9.0,8.0,5.0,7.0,4.0,6.0,7.0,2.0
Qwen/Qwen3-14B,conflict_direct,0,CAR11_HUMAN_Meitlis_2020_lof,3.0,6.0,9.0,8.0,5.0,7.0,4.0,6.0,7.0,2.0
Qwen/Qwen3-14B,conflict_direct,0,CAS9_STRP1_Spencer_2017_positive,7.0,7.0,9.0,6.0,6.0,7.0,3.0,7.0,9.0,2.0
Qwen/Qwen3-14B,conflict_direct,0,CASP3_HUMAN_Roychowdhury_2020,9.0,8.0,10.0,9.0,7.0,8.0,5.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,CASP7_HUMAN_Roychowdhury_2020,7.0,7.0,9.0,8.0,6.0,7.0,5.0,7.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,CATR_CHLRE_Tsuboyama_2023_2AMI,9.0,9.0,10.0,10.0,8.0,7.0,6.0,10.0,8.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,CBPA2_HUMAN_Tsuboyama_2023_1O6X,9.0,9.0,10.0,10.0,5.0,7.0,5.0,8.0,10.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,CBS_HUMAN_Sun_2020,8.0,7.0,10.0,9.0,6.0,7.0,4.0,7.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,CBX4_HUMAN_Tsuboyama_2023_2K28,8.0,8.0,9.0,9.0,6.0,7.0,4.0,9.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,CCDB_ECOLI_Adkar_2012,7.0,7.0,9.0,9.0,3.0,7.0,5.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,CCDB_ECOLI_Tripathi_2016,7.0,7.0,9.0,9.0,3.0,7.0,5.0,7.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,CCR5_HUMAN_Gill_2023,8.0,9.0,10.0,9.0,8.0,8.0,4.0,9.0,10.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,CD19_HUMAN_Klesmith_2019_FMC_singles,5.0,6.0,6.0,7.0,5.0,7.0,4.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,CP2C9_HUMAN_Amorosi_2021_abundance,8.0,8.0,10.0,9.0,7.0,7.0,5.0,8.0,8.0,9.0
Qwen/Qwen3-14B,conflict_direct,0,CP2C9_HUMAN_Amorosi_2021_activity,8.0,8.0,10.0,10.0,7.0,7.0,5.0,9.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,CSN4_MOUSE_Tsuboyama_2023_1UFM,9.0,8.0,9.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,CUE1_YEAST_Tsuboyama_2023_2MYX,9.0,8.0,10.0,8.0,3.0,7.0,5.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,D7PM05_CLYGR_Somermeyer_2022,7.0,5.0,8.0,4.0,4.0,4.0,6.0,9.0,9.0,10.0
Qwen/Qwen3-14B,conflict_direct,0,DLG4_HUMAN_Faure_2021,8.0,8.0,10.0,7.0,6.0,7.0,4.0,9.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,DLG4_RAT_McLaughlin_2012,5.0,6.0,9.0,8.0,4.0,7.0,3.0,8.0,7.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,DN7A_SACS2_Tsuboyama_2023_1JIC,6.0,4.0,8.0,7.0,3.0,7.0,5.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,DNJA1_HUMAN_Tsuboyama_2023_2LO1,9.0,9.0,10.0,10.0,7.0,6.0,4.0,9.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,5.0,9.0,9.0,7.0,6.0,8.0,7.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,DYR_ECOLI_Nguyen_2023,9.0,9.0,10.0,9.0,7.0,8.0,5.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,DYR_ECOLI_Thompson_2019,8.0,8.0,9.0,9.0,6.0,8.0,4.0,9.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,ENVZ_ECOLI_Ghose_2023,9.0,8.0,10.0,9.0,8.0,6.0,4.0,9.0,10.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,ENV_HV1B9_DuenasDecamp_2016,8.0,8.0,9.0,7.0,9.0,6.0,3.0,2.0,7.0,9.0
Qwen/Qwen3-14B,conflict_direct,0,ENV_HV1BR_Haddox_2016,6.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,7.0,8.0
Qwen/Qwen3-14B,conflict_direct,0,EPHB2_HUMAN_Tsuboyama_2023_1F0M,9.0,9.0,10.0,9.0,7.0,8.0,5.0,9.0,10.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,ERBB2_HUMAN_Elazar_2016,6.0,7.0,9.0,9.0,7.0,8.0,3.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,ESTA_BACSU_Nutschel_2020,7.0,7.0,9.0,8.0,7.0,8.0,5.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,F7YBW8_MESOW_Aakre_2015,8.0,7.0,9.0,9.0,5.0,7.0,3.0,8.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,F7YBW8_MESOW_Ding_2023,9.0,9.0,10.0,9.0,7.0,7.0,4.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,FECA_ECOLI_Tsuboyama_2023_2D1U,8.0,7.0,9.0,9.0,5.0,8.0,7.0,8.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,FKBP3_HUMAN_Tsuboyama_2023_2KFV,5.0,6.0,6.0,4.0,5.0,5.0,5.0,8.0,8.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,GAL4_YEAST_Kitzman_2015,7.0,7.0,9.0,9.0,6.0,5.0,4.0,8.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,GCN4_YEAST_Staller_2018,9.0,9.0,8.0,8.0,2.0,7.0,6.0,9.0,9.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,GDIA_HUMAN_Silverstein_2021,7.0,7.0,9.0,8.0,6.0,7.0,4.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,GFP_AEQVI_Sarkisyan_2016,6.0,7.0,8.0,3.0,7.0,2.0,6.0,8.0,8.0,9.0
Qwen/Qwen3-14B,conflict_direct,0,GLPA_HUMAN_Elazar_2016,3.0,6.0,7.0,9.0,5.0,6.0,4.0,8.0,8.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,GRB2_HUMAN_Faure_2021,8.0,8.0,9.0,8.0,7.0,6.0,5.0,9.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,HCP_LAMBD_Tsuboyama_2023_2L6Q,4.0,8.0,7.0,8.0,5.0,7.0,6.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,HECD1_HUMAN_Tsuboyama_2023_3DKM,8.0,8.0,9.0,7.0,3.0,5.0,2.0,10.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,HEM3_HUMAN_Loggerenberg_2023,9.0,8.0,10.0,9.0,7.0,8.0,3.0,9.0,9.0,2.0
Qwen/Qwen3-14B,conflict_direct,0,HIS7_YEAST_Pokusaeva_2019,8.0,7.0,9.0,8.0,7.0,6.0,5.0,7.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,HMDH_HUMAN_Jiang_2019,7.0,7.0,9.0,8.0,5.0,7.0,3.0,6.0,7.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,7.0,7.0,9.0,9.0,6.0,6.0,3.0,7.0,6.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,HSP82_YEAST_Flynn_2019,7.0,7.0,9.0,8.0,6.0,7.0,4.0,7.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,HSP82_YEAST_Mishra_2016,7.0,7.0,9.0,8.0,7.0,7.0,3.0,8.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,HXK4_HUMAN_Gersing_2022_activity,8.0,8.0,10.0,9.0,5.0,7.0,3.0,8.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,HXK4_HUMAN_Gersing_2023_abundance,8.0,8.0,10.0,9.0,6.0,7.0,4.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,I6TAH8_I68A0_Doud_2015,2.0,5.0,6.0,4.0,7.0,3.0,5.0,6.0,7.0,8.0
Qwen/Qwen3-14B,conflict_direct,0,IF1_ECOLI_Kelsic_2016,8.0,7.0,9.0,9.0,6.0,5.0,4.0,10.0,8.0,8.0
Qwen/Qwen3-14B,conflict_direct,0,ILF3_HUMAN_Tsuboyama_2023_2L33,6.0,7.0,9.0,8.0,5.0,5.0,4.0,7.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,ISDH_STAAW_Tsuboyama_2023_2LHR,6.0,6.0,9.0,9.0,7.0,8.0,4.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,KCNE1_HUMAN_Muhammad_2023_expression,7.0,8.0,9.0,8.0,5.0,6.0,3.0,8.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,KCNE1_HUMAN_Muhammad_2023_function,6.0,6.0,8.0,8.0,4.0,5.0,2.0,7.0,7.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,KCNH2_HUMAN_Kozek_2020,8.0,7.0,9.0,7.0,6.0,5.0,2.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,KCNJ2_MOUSE_Coyote-Maestas_2022_function,9.0,9.0,9.0,8.0,7.0,8.0,5.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,9.0,9.0,9.0,8.0,7.0,8.0,5.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,KKA2_KLEPN_Melnikov_2014,7.0,7.0,9.0,9.0,7.0,7.0,4.0,8.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,LGK_LIPST_Klesmith_2015,7.0,7.0,9.0,8.0,6.0,7.0,4.0,7.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,LYAM1_HUMAN_Elazar_2016,5.0,6.0,8.0,9.0,9.0,7.0,3.0,7.0,8.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,MAFG_MOUSE_Tsuboyama_2023_1K1V,8.0,5.0,9.0,6.0,7.0,7.0,5.0,10.0,10.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,MBD11_ARATH_Tsuboyama_2023_6ACV,9.0,7.0,10.0,6.0,3.0,7.0,5.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,MET_HUMAN_Estevam_2023,8.0,8.0,9.0,9.0,5.0,6.0,4.0,8.0,8.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,MK01_HUMAN_Brenan_2016,8.0,8.0,9.0,9.0,6.0,6.0,4.0,8.0,8.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,MLAC_ECOLI_MacRae_2023,7.0,7.0,9.0,8.0,6.0,7.0,3.0,7.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,MSH2_HUMAN_Jia_2020,8.0,8.0,9.0,9.0,6.0,7.0,3.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,MTH3_HAEAE_RockahShmuel_2015,8.0,8.0,9.0,9.0,8.0,8.0,4.0,7.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,MTHR_HUMAN_Weile_2021,7.0,7.0,9.0,8.0,6.0,7.0,4.0,7.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,MYO3_YEAST_Tsuboyama_2023_2BTT,7.0,6.0,9.0,8.0,6.0,8.0,5.0,7.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,NCAP_I34A1_Doud_2015,2.0,4.0,6.0,3.0,7.0,5.0,4.0,5.0,6.0,8.0
Qwen/Qwen3-14B,conflict_direct,0,NKX31_HUMAN_Tsuboyama_2023_2L9R,9.0,9.0,10.0,9.0,8.0,7.0,6.0,9.0,7.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,NPC1_HUMAN_Erwood_2022_HEK293T,7.0,7.0,9.0,7.0,4.0,7.0,3.0,7.0,9.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,NRAM_I33A0_Jiang_2016,7.0,8.0,8.0,6.0,7.0,5.0,3.0,8.0,7.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,NUD15_HUMAN_Suiter_2020,7.0,7.0,9.0,8.0,6.0,8.0,4.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,NUSA_ECOLI_Tsuboyama_2023_1WCL,8.0,9.0,9.0,8.0,6.0,7.0,5.0,7.0,9.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,NUSG_MYCTU_Tsuboyama_2023_2MI6,9.0,8.0,10.0,9.0,7.0,8.0,5.0,10.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,OBSCN_HUMAN_Tsuboyama_2023_1V1C,9.0,8.0,10.0,9.0,6.0,7.0,5.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,ODP2_GEOSE_Tsuboyama_2023_1W4G,8.0,7.0,9.0,9.0,8.0,8.0,5.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,OPSD_HUMAN_Wan_2019,7.0,7.0,9.0,8.0,6.0,7.0,4.0,8.0,10.0,7.0
Qwen/Qwen3-14B,conflict_direct,0,OTC_HUMAN_Lo_2023,7.0,7.0,9.0,8.0,7.0,8.0,4.0,8.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,OTU7A_HUMAN_Tsuboyama_2023_2L2D,3.0,6.0,8.0,7.0,3.0,5.0,6.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_direct,0,OXDA_RHOTO_Vanella_2023_activity,7.0,6.0,9.0,9.0,7.0,7.0,4.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,OXDA_RHOTO_Vanella_2023_expression,7.0,7.0,9.0,9.0,7.0,7.0,3.0,8.0,8.0,6.0
Qwen/Qwen3-14B,conflict_direct,0,P53_HUMAN_Giacomelli_2018_Null_Etoposide,6.0,7.0,7.0,9.0,5.0,7.0,4.0,8.0,8.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,P53_HUMAN_Giacomelli_2018_Null_Nutlin,6.0,7.0,7.0,9.0,5.0,7.0,4.0,8.0,8.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,P53_HUMAN_Giacomelli_2018_WT_Nutlin,6.0,7.0,7.0,9.0,5.0,7.0,4.0,8.0,8.0,3.0
Qwen/Qwen3-14B,conflict_direct,0,P53_HUMAN_Kotler_2018,6.0,7.0,8.0,9.0,5.0,7.0,4.0,8.0,7.0,5.0
Qwen/Qwen3-14B,conflict_direct,0,P84126_THETH_Chan_2017,8.0,8.0,9.0,9.0,7.0,7.0,3.0,8.0,9.0,7.0
